pair_ID	sentence_A	sentence_B	relatedness_score	entailment_label	entailment_AB	entailment_BA	sentence_A_dataset	sentence_B_dataset	SemEval_set	binary_label
1268	یک گروه روی یک صحنه حرکات نمایشی اجرا می‌کند	یک گروه روی صحنه اجرا می‌کند	4.9	ENTAILMENT	A_entails_B	B_entails_A	SEMEVAL	SEMEVAL	TRAIN	1
1269	مردی در حال تکان‎دادن نوشیدنی است	مردی در حال مخلوط‎کردن است	3.8	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1270	هیج مردی وجود ندارد که در حال مخلوط کردن باشد	یک مرد در حال مخلوط کردن است	3.7	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TRAIN	1
1271	مردی در حال مرتب کردن باغچه است	مردی در حال چمن زدن یک حیاط است	3	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	1
1272	مردی در حال چمن‎زنی است	مردی در حال چمن‎زنی نیست	4.4	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TEST	1
1273	مردی در حال مخلوط کردن است	مردی در حال مرتب کردن باغچه است	1.5	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	0
1274	مردی در حال مخلوط کردن است	مردی در حال چمن زدن یک حیاط نیست	1.9	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	0
1275	مردی در حال تکان دادن یک نوشیدنی است	مردی در حال چمن زدن یک حیاط است	1.6	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	0
1276	هیچ مردی در حال مخلوط کردن نیست	مردی در حال چمن زدن یک حیاط است	1.2	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	0
1277	مردی در حال مخلوط‎کردن است	مردی در حال چمن‎زنی است	1.2	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	0
1278	مردی در حال رقصیدن است	مردی باوقار حرکت می‌کند	3.5	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1279	مردی نشسته است	مردی در حال رقصیدن است	2.7	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TEST	0
1280	مردی در یک حیاط قدم می‌زند	مردی در بیرون قدم می‌زند	4.1	ENTAILMENT	A_entails_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	1
1281	هیچ مردی در بیرون قدم نمی‌زند	مردی در بیرون قدم می‌زند	4.6	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TEST	1
1282	مردی می‌رقصد	مردی  در یک حیاط پیاده‌روی می‌کند	2.2	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	0
1283	هیچ مردی در بیرون پیاده‌روی نمی‌کند	مردی می‌رقصد	1.6	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	0
1284	مردی با ظرافت حرکت می‌کند	مردی در بیرون پیاده‌روی می‌کند	3.2	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	1
1285	مردی نشسته است	مردی در بیرون قدم می‌زند	2.6	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	0
1286	مردی در حال رقصیدن است	مردی در بیرون قدم می‌زند	2.485	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	0
1287	گربه‌ی سیاهی روی یک پنکه می‌چرخد	گربه‌ای روی یک پنکه می‌چرخد	4.5	ENTAILMENT	A_entails_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	1
1288	هیچ گربه ای روی پنکه نمی‎چرخد	گربه ای روی پنکه می‎چرخد	3.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TEST	1
1289	گربه ای روی پنکه‎ی سقفی که در حال حرکت است گیر کرده است	گربه ای روی پنکه‎ی سقفی در حال حرکت گیر کرده است	5	ENTAILMENT	A_entails_B	B_entails_A	SEMEVAL	SEMEVAL	TEST	1
1290	گربه‎ای روی پنکه‎ی سقفی در حال حرکت گیر کرده است	گربه ای روی پنکه‎ی سقفی در حال حرکت بازی می‎کند	4	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1291	گربه‌ای روی یک پنکه می‌چرخد	گربه‌ای به یک پنکه سقفی در حال حرکت گیر کرده است	4.1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	1
1292	گربه‌ای روی یک پنکه سقفی در حال حرکت بازی می‌کند	گربه‌ای روی یک پنکه می‌چرخد	4.635	ENTAILMENT	A_entails_B	B_entails_A	SEMEVAL	SEMEVAL	TRAIN	1
1293	گربه‌ی سیاهی روی یک پنکه می‌چرخد	گربه‌ای به یک پنکه سقفی در حال حرکت گیر کرده است	3.8	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	1
1294	یک گربه به یک پنکه سقفی در حال حرکت گیر کرده است	هیچ گربه‌ای وجود ندارد که روی یک پنکه بچرخد	2.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TRAIN	0
1295	گربه ای روی پنکه می‎چرخد	گربه ای روی پنکه‎ی سقفی در حال حرکت گیر کرده است	4.3	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1296	مردی با فلوت آهنگ‎سازی می‎کند	مردی فلوت می‌نوازد	4.8	ENTAILMENT	A_entails_B	B_entails_A	SEMEVAL	SEMEVAL	TEST	1
1297	یک مرد فلوت می‌زند	هیچ مردی وجود ندارد که فلوت بزند	3.5	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TRAIN	1
1298	مردی با فلوت بیسبال بازی می‌کند	مردی فلوت می‌نوازد	3.3	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1299	مردی فوتبال بازی می‌کند	مردی با توپ در حال انجام یک بازی است	4	ENTAILMENT	A_entails_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1300	هیچ مردی فوتبال بازی نمی‌کند	مردی فوتبال بازی می‌کند	4.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TEST	1
1301	مردی فوتبال بازی می‌کند	یک مرد فوتبالیست در حال نواختن پیانو است	2.6	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	0
1302	مردی در حال فلوت زدن است	یک مرد درحال بازی کردن با یک توپ است	1.5	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRIAL	0
1303	یک مرد فلوت می‌زند	هیچ مردی وجود ندارد که فوتبال بازی کند	1.3	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	0
1304	یک مرد فوتبالیست در حال نواختن پیانو است	مردی فلوت می‌نوازد	1.8	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	0
1305	مردی با یک فلوت موسیقی می‌نوازد	مردی فوتبال بازی می‌کند	1.1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	0
1306	هیچ مردی فلوت نمی‌نوازد	مردی فوتبال بازی می‌کند	1.1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	0
1307	مردی با فلوت بیسبال بازی می‌کند	مردی فوتبال بازی می‌کند	1.965	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	0
1308	مردی فلوت می‌نوازد	مردی فوتبال بازی می‌کند	1.7	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	0
1309	مردی در حال سرخ کردن نان ذرت است	مردی در حال سرخ کردن غذا است	4.5	ENTAILMENT	A_entails_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1310	هیچ مردی در حال سرخ کردن نان ذرت نیست	مردی در حال سرخ کردن نان ذرت است	3.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TEST	1
1311	فردی یک شعبده‌بازی کارت اجرا می‌کند	فردی با تعدادی کارت شعبده‌بازی می‌کند	4.8	ENTAILMENT	A_entails_B	B_entails_A	SEMEVAL	SEMEVAL	TRAIN	1
1312	شخصی در حال اجرای یک حقه کارتی است	هیچ شخصی در حال اجرای یک حقه کارتی نیست	3.1	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TEST	1
1313	شخصی در حال انجام شعبده‎بازی با تعدادی کارت است	مردی در حال سرخ کردن نان ذرت است	1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	0
1314	مردی در حال سرخ کردن نان ذرت است	هیچ شخصی در حال اجرای یک حقه با کارت نیست	1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	0
1315	شخصی در حال اجرای یک حقه با کارت است	مردی در حال سرخ کردن غذا است	1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	0
1316	شخصی در حال اجرای یک حقه با کارت است	هیچ مردی در حال سرخ کردن نان ذرت نیست	1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	0
1317	فردی یک شعبده‌بازی کارت اجرا می‌کند	مردی یک تورتیا سرخ می‌کند	1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	0
1318	پسری با یک شمشیر پلاستیکی به یک مرد ضربه می‌زند	پسری با یک اسلحه‌ی اسباب بازی به یک مرد ضربه می‌زند	4.5	ENTAILMENT	A_entails_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	1
1319	پسری با یک شمشیر پلاستیکی به یک مرد ضربه می‌زند	پسری با یک شمشیر پلاستیکی به یک زن ضربه می‌زند	3.5	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	1
1320	پسری با یک شمشیر پلاستیکی به مردی ضربه اسپنک می‌زند	مردی با یک شمشیر پلاستیکی به پسری ضربه اسپنک می‌زند	3.6	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1321	پسری با یک شمشیر یک مرد را کتک می‌زند	مردی توسط یک کودک با یک اسلحه ضربه می‌خورد	4.4	ENTAILMENT	A_entails_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	1
1322	هیچ مردی مورد اصابت قرار نگرفته است	پسری با یک شمشیر به مردی ضربه می‌زند	2.6	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TEST	0
1323	پسری با یک شمشیر به مردی ضربه می‌زند	مردی با یک شمشیر به پسری ضربه می‌زند	3.6	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1324	پسری با یک شمشیر پلاستیکی به مردی ضربه اسپنک می‌زند	کودکی با اسلحه مردی را مورد اصابت قرار می‎دهد	4.2	ENTAILMENT	A_entails_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1325	هیچ مردی مورد اصابت قرار نگرفته است	پسری با یک شمشیر پلاستیکی به مردی ضربه اسپنک می‌زند	3.5	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TEST	1
1326	مردی با یک شمشیر یک پسر را کتک می‌زند	پسری با یک شمشیر پلاستیکی به یک مرد ضربه می‌زند	3.5	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	1
1327	پسری با یک اسلحه اسباب‎بازی به مردی ضربه اسپنک می‌زند	پسری با یک شمشیر به مردی ضربه می‌زند	4.1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1328	پسری با یک شمشیر یک مرد را کتک می‌زند	پسری با یک شمشیر پلاستیکی به یک زن ضربه می‌زند	3.5	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	1
1329	پسری با یک شمشیر یک مرد را کتک می‌زند	مردی با یک شمشیر پلاستیکی به یک پسر ضربه می‌زند	3.3	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	1
1330	پسری با یک شمشیر پلاستیکی به مردی ضربه اسپنک می‌زند	پسری با یک شمشیر به مردی ضربه می‌زند	4.3	ENTAILMENT	A_entails_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1331	خانمی جوان مچ پای زن دیگری را اندازه‌گیری می‌کند	خانمی مچ پای زن دیگری را اندازه‌گیری می‌کند	4.7	ENTAILMENT	A_entails_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1332	خانمی مچ پای زن دیگری را اندازه‌گیری نمی‌کند	خانمی مچ پای زن دیگری را اندازه‌گیری می‌کند	3	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TEST	1
1333	آن زن در حال اندازه گیری زن دیگر است	زنی توسط زن دیگری  اندازه گیری می شود	4.9	ENTAILMENT	A_entails_B	B_entails_A	SEMEVAL	SEMEVAL	TRIAL	1
1334	زنی در حال اندازه‌گیری یک مرد است	زنی در حال اندازه‌گیری یک زن دیگر است	3.5	NEUTRAL	A_contradicts_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1335	بانو مچ پای زن دیگری را اندازه‌گیری می‌کند	زنی توسط زن دیگری اندازه‌گیری می‌شود	4.4	ENTAILMENT	A_entails_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	1
1336	زن مردی را اندازه‌گیری می‌کند	بانو مچ پای زن دیگری را اندازه‌گیری می‌کند	3	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	1
1337	خانمی جوان مچ پای زن دیگری را اندازه‌گیری می‌کند	زنی در حال اندازه‌گیری یک زن دیگر است	4.4	ENTAILMENT	A_entails_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1338	زنی در حال اندازه‌گیری یک زن دیگر است	خانمی مچ پای زن دیگری را اندازه‌گیری نمی‌کند	2.9	NEUTRAL	A_neutral_B	B_contradicts_A	SEMEVAL	SEMEVAL	TEST	0
1339	خانمی مچ پای زن دیگری را اندازه‌گیری می‌کند	زنی در حال اندازه‌گیری یک زن دیگر است	4.7	ENTAILMENT	A_entails_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1340	مردی با تلفن صحبت می‌کند	مردی در حال برقراری یک تماس تلفنی است	4.3	ENTAILMENT	A_entails_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1341	هیچ مردی وجود ندارد که تماس تلفنی برقرار کند	یک مرد تماس تلفنی برقرار می‌کند	3.4	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TRAIN	1
1342	مردی با یک تلفن همراه صحبت می‌کند	مردی با یک تلفن همراه یک تماس برقرار می‌کند	4.8	ENTAILMENT	A_entails_B	B_entails_A	SEMEVAL	SEMEVAL	TRAIN	1
1343	مردی در حال قطع کردن تلفن است	مردی در حال برقراری یک تماس با تلفن همراه است	3.365	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TEST	1
1344	مردی با یک تلفن همراه صحبت می‌کند	مردی یک تماس تلفنی برقرار می‌کند	4.3	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	1
1345	مردی تلفن را قطع می‌کند	مردی یک تماس تلفنی برقرار می‌کند	3.8	NEUTRAL	A_neutral_B	B_contradicts_A	SEMEVAL	SEMEVAL	TRAIN	1
1346	مردی با یک تلفن همراه یک تماس برقرار می‌کند	مردی با تلفن صحبت می‌کند	4.2	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	1
1347	هیچ مردی در حال برقراری یک تماس تلفنی نیست	مردی در حال برقراری یک تماس با تلفن همراه است	4	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TEST	1
1348	مردی در حال برقراری یک تماس با تلفن‎همراه است	مردی در حال برقراری یک تماس تلفنی است	4.8	ENTAILMENT	A_entails_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1349	حیوانی از طرفی به طرف دیگر باغ در حال غلتیدن است	یک سگ در حال غلت‎زدن از طرفی به طرف دیگر است.	4.2	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1350	هیچ سگی وجود ندارد که از این طرف به آن طرف بچرخد	سگی از این طرف به آن طرف می‌چرخد	3.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TRAIN	1
1351	توله‎سگی بامزه بارها و بارها روی پشتش از این طرف به آن طرف غلت می‎زند	توله‎سگی بارها و بارها روی پشتش از این طرف به آن طرف غلت می‎زند	4.4	ENTAILMENT	A_entails_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1352	هیچ توله‌سگی در حال چرخیدن وجود ندارد	توله‌سگی به طور مکرر از این طرف به آن طرف روی پشتش می‌چرخد	3.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TRAIN	1
1353	توله‎سگی بامزه بارها و بارها روی پشتش از این طرف به آن طرف غلت می‎زند	سگی از این طرف به آن طرف غلت می‎زند	4.3	ENTAILMENT	A_entails_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1354	یک سگ از این طرف به آن طرف می‌جرخد	هیچ توله‌سگی در حال چرخیدن وجود ندارد	3.6	NEUTRAL	A_neutral_B	B_contradicts_A	SEMEVAL	SEMEVAL	TRAIN	1
1355	یک توله‌سگ به طور مکرر از این طرف به آن طرف روی پشتش می‌چرخد	یک حیوان در یک باغچه از این طرف به آن طرف می‌چرخد	4.1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	1
1356	هیچ سگی از این طرف به آن طرف غلت نمی‎زند	توله‎سگی بارها و بارها روی پشتش از این طرف به آن طرف غلت می‎زند	3.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TEST	1
1357	توله‎سگی بارها و بارها روی پشتش از این طرف به آن طرف غلت می‎زند	سگی از این طرف به آن طرف غلت می‎زند	4.4	ENTAILMENT	A_entails_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1358	دستگاهی یک مداد را تیز می‌کند	یک مداد تیز می‌شود	4.5	ENTAILMENT	A_entails_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	1
1359	دستگاهی یک چاقو را تیز می‌کند	دستگاهی یک مداد را تیز می‌کند	2.9	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	0
1360	ماشینی انتهای یک مداد را می‎تراشد	مدادی توسط یک ماشین تراشیده می‎شود	4.7	ENTAILMENT	A_entails_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1361	دستگاهی یک مداد را نمی‌تراشد	دستگاه انتهای یک مداد را می‌تراشد	3.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TRAIN	1
1362	مدادی توسط یک ماشین تراشیده می‎شود	ماشینی در حال تیز کردن یک مداد است	4.2	ENTAILMENT	A_entails_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1363	ماشین در حال  تراشیدن مداد نیست	ماشینی در حال تیز کردن یک مداد است	2.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TEST	0
1364	ماشینی انتهای یک مداد را می‎تراشد	یک مداد تیزتر می‎شود	4.3	ENTAILMENT	A_entails_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1365	یک دستگاه یک چاقو را تیز می‌کند	دستگاه انتهای یک مداد را می‌تراشد	2.1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	0
1366	ماشینی در حال تیز کردن یک مداد است	ماشینی انتهای یک مداد را می‎تراشد	5	ENTAILMENT	A_entails_B	B_entails_A	SEMEVAL	SEMEVAL	TEST	1
1367	مردی در پارک کیبورد می‎نوازد	مردی کیبورد می‎نوازد	4.1	ENTAILMENT	A_entails_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1369	یک پیانیست در حال نواختن کیبورد است	شخصی در حال نواختن کیبورد است	4.2	ENTAILMENT	A_entails_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1370	شخصی در حال نواختن کیبورد نیست	شخصی در حال نواختن کیبورد است	4	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TEST	1
1371	مردی کیبورد می‌زند	یک نوازنده‌ی پیانو کیبورد می‌زند	4.2	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	1
1372	فردی کیبورد نمی‌زند	مردی کیبورد می‌زند	2.6	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TRAIN	0
1373	مردی در یک پارک کیبورد می‌زند	فردی کیبورد می‌زند	4.3	ENTAILMENT	A_entails_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	1
1374	شخصی در حال نواختن کیبورد است	هیچ مردی در حال نواختن یک کیبورد نیست	3.4	NEUTRAL	A_neutral_B	B_contradicts_A	SEMEVAL	SEMEVAL	TEST	1
1375	مردی در حال نواختن کیبورد است	شخصی در حال نواختن کیبورد است	4.6	ENTAILMENT	A_entails_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1376	مردی در حال شستن یک استیک بزرگ است	مردی در حال شستن یک تکه‌ی بزرگ گوشت است	4.6	ENTAILMENT	A_entails_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	1
1377	مردی در حال آبکشی یک استیک بزرگ است	مردی در حال آبکشی یک استیک بزرگ نیست	3.4	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TEST	1
1378	یک استیک توسط فردی در حال شسته شدن با آب است	فردی در حال شستن یک استیک با آب است	5	ENTAILMENT	A_entails_B	B_entails_A	SEMEVAL	SEMEVAL	TRAIN	1
1379	هیچ کسی در حال شستن یک استیک با آب وجود ندارد	فردی در حال شستن یک استیک با آب است	4	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TRAIN	1
1380	یک استیک توسط فردی در حال شسته شدن با آب است	مردی در حال شستن یک استیک بزرگ است	4.2	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	1
1381	هیچ کسی در حال شستن یک استیک با آب وجود ندارد	مردی در حال شستن یک استیک بزرگ است	3.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TRAIN	1
1382	شخصی در حال آبکشی یک استیک با آب است	مردی در حال آبکشی یک تکه بزرگ گوشت است	4	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1383	شخصی در حال آبکشی یک استیک با آب است	مردی در حال آبکشی یک استیک بزرگ نیست	3.3	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TEST	1
1384	مردی در حال شستن یک استیک بزرگ است	فردی در حال شستن یک استیک با آب است	4.6	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	1
1385	فردی یک پیاز قرمز را خرد می‌کند	فردی یک پیاز را خرد می‌کند	4.6	ENTAILMENT	A_entails_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	1
1386	فردی یک پیاز را خرد نمی‌کند	فردی یک پیاز را خرد می‌کند	4.4	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TRAIN	1
1387	شخصی سوار بر موتورسیکلت قدیمی است	شخصی سوار بر یک موتورسیکلت است	4.4	ENTAILMENT	A_entails_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	1
1388	شخصی سوار بر یک موتورسیکلت است	شخصی نزدیک یک موتورسیکلت ایستاده‌ است	3.3	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TRAIN	1
1389	شخصی در حال خردکردن یک پیاز است	شخصی سوار بر موتورسیکلت قدیمی است	1.1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	0
1390	شخصی در نزدیکی موتورسیکلت ایستاده است	شخصی در حال خرد کردن پیاز است	1.2	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRIAL	0
1391	شخصی در حال راندن یک متورسیکلت است	شخصی در حال خرد کردن یک پیاز قرمز است	1.2	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	0
1392	شخصی در حال خرد کردن یک پیاز نیست	شخصی در حال راندن یک موتورسیکلت است	1.1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	0
1393	شخصی در حال راندن یک موتورسیکلت است	شخصی در حال خرد کردن یک پیاز است	1.4	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	0
1394	مرد غمگینی در حال گریه کردن است	مردی در حال گریه کردن است	4.4	ENTAILMENT	A_entails_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1395	مردی در حال خندیدن است	مردی در حال گریه کردن است	2.5	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	0
1396	مردی ترسیده است	مردی می ترسد	3.6	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRIAL	1
1397	هیچ مردی در حال فریاد زدن نیست	مردی در حال فریاد زدن است	4	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TEST	1
1398	مردی در حال گریه کردن است	مردی در حال ترسیدن است	3.3	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1399	هیچ مردی جیغ نمی‌زند	مردی در حال گریه‌کردن است	2.1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	0
1400	مردی غمگین گریه می کند	مردی در حال فریاد زدن است	2.9	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRIAL	0
1401	مردی در حال خندیدن است	مردی در حال فریاد زدن است	3.1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1402	مردی در حال گریه کردن است	مردی در حال فریاد زدن است	3.1	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TEST	1
1403	کره توسط مردی در داخل یک ظرف بریده می‌شود	مردی در حال بریدن کره در داخل یک ظرف است	5	ENTAILMENT	A_entails_B	B_entails_A	SEMEVAL	SEMEVAL	TRAIN	1
1404	مردی در حال بریدن کره در داخل ظرفی کوچک است	مردی در حال بریدن کره در داخل یک ظرف است	4.8	ENTAILMENT	A_entails_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	1
1405	یک میگو توسط زنی بریده می‌شود	زنی در حال بریدن میگو‌ها است	4	NEUTRAL	A_neutral_B	B_neutral_A	SEMEVAL	SEMEVAL	TRAIN	1
1406	زنی در حال بریدن میگوها نیست	زنی در حال بریدن میگوها است	3.5	CONTRADICTION	A_contradicts_B	B_contradicts_A	SEMEVAL	SEMEVAL	TEST	1
